#REF!,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,OWC 2025 Round of 16 ⬥ Performance Scores,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,#,,,player,pscore ▼,played,counted,avg. score*,avg. acc,highest score*,,,,,notes,,,
,,,,,,,,,,,,,,,,,,,,
,,★,#1,US:,,rektygon,1.926,6 / 7,6 / 11,"863,557",98.20%,,DT1,S,"993,143",,"• *all scores are normalized
     (mod multipliers removed)

• performance score takes into account relative
  scores and the amount of maps played
     (essentially 'match costs' for the entire round)

• star (★) = at least 70% participation",,,
,,,#173,PH:,,Jitterish,0.819,2 / 6,2 / 11,"699,853",97.94%,,NM2,S,"741,445",,,,,
,,,#174,BR:,,Kurumiw,0.819,4 / 6,4 / 11,"411,237",93.95%,,DT3,A,"528,487",,,,,
,,,#175,SE:,,melwem,0.815,3 / 8,3 / 11,"549,001",97.75%,,NM1,A,"674,763",,,,,
,,,#176,IT:,,MeOwz,0.813,2 / 8,2 / 11,"651,101",96.97%,,DT2,A,"715,013",,,,,
,,,#177,SE:,,trumpatino69,0.812,2 / 8,2 / 11,"729,067",98.52%,,NM2,A,"761,307",,,,,
,,,#178,TR:,,LyeRR,0.810,3 / 8,3 / 11,"554,776",96.61%,,DT2,A,"808,288",,,,,
,,,#179,BR:,,kagiura,0.801,2 / 6,2 / 11,"467,783",94.69%,,NM1,A,"605,841",,,,,
,,,#180,GB:,,skia1,0.793,3 / 8,3 / 11,"590,584",92.62%,,NM2,A,"764,113",,,,,
,,,#181,CL:,,NO37,0.789,1 / 5,1 / 11,"550,703",98.37%,,FM3,A,"550,703",,,,,
,,,#182,MY:,,Chibi Maruko,0.777,3 / 8,3 / 11,"500,918",96.09%,,FM1,A,"806,263",,,,,
,,,#183,FI:,,Isak-,0.772,2 / 6,2 / 11,"561,300",98.52%,,NM2,A,"614,192",,,,,
,,,#184,TR:,,Clutch,0.771,2 / 8,2 / 11,"593,893",95.48%,,DT2,A,"656,254",,,,,
,,,#185,MY:,,AHotDawg,0.770,5 / 8,5 / 11,"377,409",92.23%,,FM3,A,"679,687",,,,,
,,,#186,FR:,,Satsukiiii,0.767,2 / 7,2 / 11,"390,972",95.66%,,HR2,A,"479,479",,,,,
,,,#187,MY:,,n0 head,0.760,2 / 8,2 / 11,"659,456",96.76%,,DT2,S,"932,631",,,,,
,,,#188,KR:,,Chipori,0.753,1 / 5,1 / 11,"660,503",96.63%,,DT2,A,"660,503",,,,,
,,,#189,CN:,,z980838928,0.751,2 / 8,2 / 11,"653,187",98.14%,,DT2,A,"668,138",,,,,
,,,#190,KZ:,,3uma,0.734,3 / 7,3 / 11,"383,742",94.85%,,FM1,A,"412,296",,,,,
,,,#191,NZ:,,HaSappy,0.733,2 / 8,2 / 11,"668,352",98.89%,,DT2,A,"680,853",,,,,
,,,#192,ID:,,MejiroMcQueen,0.729,2 / 7,2 / 11,"405,319",93.62%,,HD2,A,"422,516",,,,,
,,,#193,AR:,,Amuro,0.728,3 / 6,3 / 11,"340,906",94.19%,,FM2,A,"416,094",,,,,
,,,#194,TR:,,Orkay,0.718,3 / 8,3 / 11,"430,795",95.59%,,HD2,A,"557,233",,,,,
,,,#195,SG:,,hollowknees,0.714,3 / 6,3 / 11,"475,911",96.65%,,DT3,A,"501,481",,,,,
,,,#196,PE:,,[MG]-iky-,0.701,3 / 6,3 / 11,"501,340",97.68%,,DT1,A,"582,542",,,,,
,,,#197,TH:,,Hinamon,0.699,2 / 9,2 / 11,"604,732",97.94%,,DT1,A,"617,156",,,,,
,,,#198,TR:,,Ievi-,0.687,3 / 8,3 / 11,"422,202",96.28%,,NM4,A,"484,003",,,,,
,,,#199,AT:,,tomadoi,0.687,2 / 6,2 / 11,"437,333",97.25%,,FM1,A,"585,754",,,,,
,,,#200,ES:,,towny1,0.686,2 / 6,2 / 11,"490,592",95.79%,,DT2,A,"601,797",,,,,
,,,#201,TW:,,Shirosora,0.680,1 / 5,1 / 11,"609,918",96.23%,,DT2,A,"609,918",,,,,
,,,#202,NL:,,John Zenith,0.667,1 / 5,1 / 11,"531,298",97.64%,,HR1,A,"531,298",,,,,
,,,#203,RU:,,Skrowell,0.665,2 / 8,2 / 11,"398,854",95.18%,,HD2,A,"433,857",,,,,
